Year	ID BRA	ID	Major	Enrolled	NumStudents
2013	1	380D01	Law	50237	64230
2013	1	142P01	Pedagogy	36018	46171
2013	1	345A01	Business and Management	30070	47747
2013	1	7.23E+03	Nursing	19655	26456
2013	1	344C02	Accounting	18799	26986
2013	1	5.82E+05	Civil Engineering	12391	16619
2013	1	145F15	Portuguese	12288	15885
2013	1	146F15	PE Degree	10746	14998
2013	1	145F18	Math Degree	10437	13230
2013	1	721M01	Medicine	10024	10688
2013	1	762S01	Social Service	9208	14233
2013	1	311P02	Psychology	8972	12908
2013	1	145F01	Biology Degree	8551	12080
2013	1	724O01	Dentristry	8213	10745
2013	1	581A05	Architeture	7513	10728
